-1.986521829203743636e-03,-2.496125602170425062e-02
2.043164144902515154e-04,-3.966022837100377334e-03
3.876945826299934422e-03,7.444204954400446804e-05
-6.936301373083579190e-04,1.184744599256809180e-02
-7.840353858900302002e-04,6.201193588925999790e-03
-4.150744300008676261e-04,-1.999286197386077046e-02
4.038549844956594603e-04,9.996847800152381530e-03
-5.334875075823019511e-04,-3.387807461761199214e-03
-9.940988488003515196e-04,3.167171227334857845e-03
-5.913749569363727435e-03,-5.129701349475971131e-03
-2.601560018362710641e-02,-1.575091193779244447e+00
